StringtieGene	honeybee.GeneName	dmel.symbol
MSTRG.425	LOC551202	IFT52
MSTRG.4250	LOC413590	/
MSTRG.4251	LOC102654949	Ank2
MSTRG.4252	LOC113218746	JMJD5
MSTRG.4253	LOC412158	Tango10
MSTRG.4254	LOC113218714	CG1602
MSTRG.4255	LOC725092	RNF220
MSTRG.4256	LOC725169	Cont
MSTRG.4257	LOC409697	cher
MSTRG.4258	/	cher
MSTRG.4259	LOC411202	CG2767
MSTRG.426	LOC410753	Trf
MSTRG.4260	LOC100577553	Arv1
MSTRG.4261	LOC411204	Wdr37
MSTRG.4262	Gr10	SIFaR
MSTRG.4263	LOC408917	Erk7
MSTRG.4264	LOC408918	CG12384
MSTRG.4265	LOC411206	Prosbeta5
MSTRG.4266	LOC725311	lolal
MSTRG.4267	LOC725510	CG2641
MSTRG.4268	LOC411207	slbo
MSTRG.4269	/	/
MSTRG.427	LOC408614	7B2
MSTRG.4270	LOC411209	Rgk2
MSTRG.4271	LOC107964271	Rgk2
MSTRG.4272	/	/
MSTRG.4273	LOC725381	/
MSTRG.4274	LOC102656652	Fatp3
MSTRG.4275	Mir3726	/
MSTRG.4276	/	Fatp3
MSTRG.4277	LOC725665	CG4752
MSTRG.4278	LOC411019	Neto
MSTRG.4279	/	/
MSTRG.428	LOC100578445	/
MSTRG.4280	LOC408797	Ndg
MSTRG.4281	LOC411018	CG14535
MSTRG.4282	LOC100577054	/
MSTRG.4283	LOC725962	CG17493
MSTRG.4284	LOC725993	CG7806
MSTRG.4285	LOC408796	CG4238
MSTRG.4286	/	/
MSTRG.4287	LOC100576745	CG18095
MSTRG.4288	LOC100576894	/
MSTRG.4289	Dl	dl
MSTRG.429	LOC410752	VGlut
MSTRG.4290	LOC551774	/
MSTRG.4291	/	/
MSTRG.4292	LOC107964291	/
MSTRG.4293	LOC411515	RpL36A
MSTRG.4294	LOC726132	CCDC53
MSTRG.4295	LOC726159	Tnpo-SR
MSTRG.4296	LOC102655817	/
MSTRG.4297	LOC726307	toc
MSTRG.4298	INTS8	Mad
MSTRG.4299	LOC102655676	/
MSTRG.43	LOC113219111	csul
MSTRG.430	LOC410751	CG18641
MSTRG.4300	Mir275	/
MSTRG.4301	Mir305	/
MSTRG.4302	LOC408793	chm
MSTRG.4303	LOC411011	Galphas
MSTRG.4304	LOC408794	Ddx1
MSTRG.4305	LOC411014	Mdh1
MSTRG.4306	/	/
MSTRG.4307	/	/
MSTRG.4308	LOC411012	cact
MSTRG.4309	LOC411013	Sac1
MSTRG.431	LOC107964984	Syt1
MSTRG.4310	LOC726254	Ufd4
MSTRG.4311	LOC100576412	CG13605
MSTRG.4312	LOC100576100	sds22
MSTRG.4313	LOC408792	cora
MSTRG.4314	/	/
MSTRG.4315	LOC411009	dac
MSTRG.4316	LOC100578779	CG13532
MSTRG.4317	/	/
MSTRG.4318	LOC100578999	/
MSTRG.4319	LOC725062	mRpL4
MSTRG.432	/	/
MSTRG.4320	LOC412072	Psf1
MSTRG.4321	cact1	cact
MSTRG.4322	/	/
MSTRG.4323	LOC102656934	Stip1
MSTRG.4324	LOC408788	Ugt36D1
MSTRG.4325	LOC724216	jhamt
MSTRG.4326	LOC408791	Plc21C
MSTRG.4327	LOC552841	IFT57
MSTRG.4328	LOC724346	cnir
MSTRG.4329	LOC408790	santa-maria
MSTRG.433	/	/
MSTRG.4330	/	/
MSTRG.4331	LOC411006	CG6766
MSTRG.4332	LOC113218756	/
MSTRG.4333	LOC100578879	btz
MSTRG.4334	LOC102655740	Tom40
MSTRG.4335	/	/
MSTRG.4336	LOC724653	IFT43
MSTRG.4337	LOC724698	/
MSTRG.4338	LOC107964328	dpp
MSTRG.4339	LOC107964260	CG5776
MSTRG.434	Syt1	Syt1
MSTRG.4340	LOC409115	Dpm1
MSTRG.4341	LOC100578015	Cep104
MSTRG.4342	LOC411579	Nsun2
MSTRG.4343	LOC552809	ND-MLRQ
MSTRG.4344	LOC725434	CG7896
MSTRG.4345	LOC409117	Vps16A
MSTRG.4346	LOC411581	Ppcs
MSTRG.4347	LOC413139	PheRS-m
MSTRG.4348	LOC102655452	Syx16
MSTRG.4349	LOC413141	/
MSTRG.435	/	/
MSTRG.4350	LOC113218742	/
MSTRG.4351	LOC725678	Arpc3A
MSTRG.4352	LOC409789	Swim
MSTRG.4353	LOC725703	/
MSTRG.4354	TRNAP-AGG	/
MSTRG.4355	LOC102655592	nan
MSTRG.4356	LOC413138	CG31729
MSTRG.4357	LOC408785	Pcmt
MSTRG.4358	LOC411582	FER
MSTRG.4359	LOC102655905	CG7432
MSTRG.436	LOC100577782	/
MSTRG.4360	LOC102655622	CG33281
MSTRG.4361	LOC107964319	CG10947
MSTRG.4362	/	/
MSTRG.4363	/	/
MSTRG.4364	LOC408784	Trim9
MSTRG.4365	LOC410999	L2HGDH
MSTRG.4366	/	/
MSTRG.4367	/	/
MSTRG.4368	LOC408787	Tmtc1
MSTRG.4369	/	Dpy-30L1
MSTRG.437	LOC102655057	/
MSTRG.4370	/	/
MSTRG.4371	LOC725102	Dpy-30L2
MSTRG.4372	Dscam	Dscam1
MSTRG.4373	LOC100578482	crol
MSTRG.4374	LOC726817	CG7367
MSTRG.4375	LOC409662	alc
MSTRG.4376	LOC726827	CG43338
MSTRG.4377	LOC113218734	/
MSTRG.4378	LOC412898	Phm
MSTRG.4379	LOC726866	MESR3
MSTRG.438	LOC412523	oaf
MSTRG.4380	Melt	/
MSTRG.4381	LOC100578368	CG13272
MSTRG.4382	LOC551961	Vha13
MSTRG.4383	LOC102655466	Arl6
MSTRG.4384	LOC100578330	/
MSTRG.4385	LOC409659	LTV1
MSTRG.4386	LOC412897	dnr1
MSTRG.4387	LOC107964352	/
MSTRG.4388	LOC113218750	/
MSTRG.4389	LOC100578254	/
MSTRG.439	/	/
MSTRG.4390	LOC102655409	/
MSTRG.4391	LOC552322	His2A:CG33859
MSTRG.4392	LOC107964317	px
MSTRG.4393	LOC113218732	/
MSTRG.4394	/	/
MSTRG.4395	LOC552428	CG31195
MSTRG.4396	LOC411677	Mpc1
MSTRG.4397	/	/
MSTRG.4398	LOC411678	wts
MSTRG.4399	LOC552698	fy
MSTRG.44	LOC408565	Pep
MSTRG.440	LOC726298	Sox15
MSTRG.4400	LOC552704	spict
MSTRG.4401	LOC551101	beta-PheRS
MSTRG.4402	LOC409983	mask
MSTRG.4403	/	/
MSTRG.4404	LOC107964312	/
MSTRG.4405	LOC552336	CG8209
MSTRG.4406	LOC724304	CG4822
MSTRG.4407	LOC113218727	Syp
MSTRG.4408	LOC414051	CG3164
MSTRG.4409	LOC724629	RpS28b
MSTRG.441	LOC113218896	/
MSTRG.4410	/	/
MSTRG.4411	LOC550918	Atet
MSTRG.4412	LOC552379	Tbc1d15-17
MSTRG.4413	LOC410987	CG8516
MSTRG.4414	LOC410986	CG42613
MSTRG.4415	LOC408775	Syp
MSTRG.4416	LOC413523	CG6015
MSTRG.4417	LOC724855	/
MSTRG.4418	/	/
MSTRG.4419	LOC411917	Sirt1
MSTRG.442	/	/
MSTRG.4420	/	/
MSTRG.4421	LOC107964262	Tim23
MSTRG.4422	/	CG2310
MSTRG.4423	LOC552731	Nak
MSTRG.4424	/	/
MSTRG.4425	LOC102656620	Pbp95
MSTRG.4426	LOC724741	CG14483
MSTRG.4427	LOC102655503	CG14483
MSTRG.4428	LOC552213	Ssb-c31a
MSTRG.4429	LOC408773	Ankrd49
MSTRG.443	/	/
MSTRG.4430	LOC725360	Rsph9
MSTRG.4431	LOC724890	Mco1
MSTRG.4432	LOC724923	CG3437
MSTRG.4433	LOC413520	MED4
MSTRG.4434	LOC409949	CG32354
MSTRG.4435	/	/
MSTRG.4436	/	CG32354
MSTRG.4437	LOC724973	Fak
MSTRG.4438	LOC102655609	/
MSTRG.4439	LOC725013	CG11788
MSTRG.444	LOC100577655	/
MSTRG.4440	LOC409140	EloC
MSTRG.4441	LOC102656131	Blos2
MSTRG.4442	LOC411633	Gale
MSTRG.4443	/	/
MSTRG.4444	LOC725125	Ccdc85
MSTRG.4445	/	/
MSTRG.4446	LOC410985	GABPI
MSTRG.4447	LOC100577497	CG17258
MSTRG.4448	LOC408774	mv
MSTRG.4449	LOC100577548	CG8925
MSTRG.445	LOC102654581	/
MSTRG.4450	LOC408783	Vps28
MSTRG.4451	/	/
MSTRG.4452	LOC410994	betaTub60D
MSTRG.4453	LOC102654763	betaTub56D
MSTRG.4454	LOC408779	shot
MSTRG.4455	LOC726308	CG10681
MSTRG.4456	LOC410992	vih
MSTRG.4457	/	/
MSTRG.4458	LOC726335	nvy
MSTRG.4459	/	/
MSTRG.446	LOC107966071	/
MSTRG.4460	LOC410990	CG11123
MSTRG.4461	LOC107964343	lmgB
MSTRG.4462	/	/
MSTRG.4463	/	/
MSTRG.4464	/	lmgA
MSTRG.4465	LOC410989	Mnn1
MSTRG.4466	LOC408780	RapGAP1
MSTRG.4467	LOC552664	Dbp21E2
MSTRG.4468	LOC409488	CG13295
MSTRG.4469	LOC552653	Ent1
MSTRG.447	/	/
MSTRG.4470	LOC412456	Ced-12
MSTRG.4471	LOC409559	Patsas
MSTRG.4472	LOC552621	atms
MSTRG.4473	LOC726550	/
MSTRG.4474	LOC411642	kappaB-Ras
MSTRG.4475	LOC726585	Fa2h
MSTRG.4476	LOC409142	CG43066
MSTRG.4477	LOC409143	CG30375
MSTRG.4478	LOC726602	Cep89
MSTRG.4479	/	/
MSTRG.448	LOC413735	Gclm
MSTRG.4480	/	/
MSTRG.4481	/	shot
MSTRG.4482	/	shot
MSTRG.4483	/	shot
MSTRG.4484	/	shot
MSTRG.4485	LOC726681	capu
MSTRG.4486	LOC113218724	ed
MSTRG.4487	/	ed
MSTRG.4488	/	/
MSTRG.4489	ACSF2	Acsf2
MSTRG.449	LOC726221	CG5532
MSTRG.4490	/	CG12512
MSTRG.4491	LOC107964338	nompC
MSTRG.4492	LOC113218709	shu
MSTRG.4493	PIH1D1	Pih1D1
MSTRG.4494	LOC726784	/
MSTRG.4495	LOC551541	/
MSTRG.4496	LOC100577272	/
MSTRG.4497	LOC410979	GABA-B-R3
MSTRG.4498	LOC113218723	/
MSTRG.4499	LOC725548	CG7231
MSTRG.45	LOC410663	CG7484
MSTRG.450	LOC410043	Odc1
MSTRG.4500	/	/
MSTRG.4501	LOC725475	/
MSTRG.4502	LOC100577397	Pvf3
MSTRG.4503	/	bdl
MSTRG.4504	LOC410982	bdl
MSTRG.4505	LOC113218721	Eaat2
MSTRG.4506	Mir9874	/
MSTRG.4507	LOC408767	ds
MSTRG.4508	/	/
MSTRG.4509	LOC726086	/
MSTRG.451	LOC412190	pths
MSTRG.4510	LOC100576929	/
MSTRG.4511	/	/
MSTRG.4512	LOC725909	CysRS-m
MSTRG.4513	LOC551311	Non3
MSTRG.4514	LOC412401	LpR1
MSTRG.4515	/	/
MSTRG.4516	/	/
MSTRG.4517	LOC408770	tutl
MSTRG.4518	LOC725943	RpL40
MSTRG.4519	/	/
MSTRG.452	LOC102655540	Ppcdc
MSTRG.4520	Mir3728	/
MSTRG.4521	LOC410980	FIG4
MSTRG.4522	LOC551185	Gtpbp1
MSTRG.4523	LOC551339	CG17683
MSTRG.4524	LOC412644	Josd
MSTRG.4525	LOC724529	CG8407
MSTRG.4526	LOC412104	l(3)76BDm
MSTRG.4527	LOC409589	RpL10
MSTRG.4528	LOC552161	MED9
MSTRG.4529	LOC552227	Tapdelta
MSTRG.453	LOC409383	Mmp2
MSTRG.4530	LOC726900	CG12321
MSTRG.4531	LOC552182	Mrgn1
MSTRG.4532	LOC100577579	CG12393
MSTRG.4533	LOC727257	Pex13
MSTRG.4534	LOC409283	Isha
MSTRG.4535	LOC551466	ste24a
MSTRG.4536	LOC552720	Vha26
MSTRG.4537	LOC412676	mahj
MSTRG.4538	LOC412268	TfIIA-L
MSTRG.4539	LOC413815	CG2100
MSTRG.454	/	/
MSTRG.4540	LOC551867	RpS13
MSTRG.4541	/	/
MSTRG.4542	LOC551519	exp
MSTRG.4543	LOC100577094	CG30467
MSTRG.4544	LOC725529	CG6321
MSTRG.4545	LOC724831	CG15431
MSTRG.4546	LOC102653815	CG1275
MSTRG.4547	LOC412245	Cht11
MSTRG.4548	/	/
MSTRG.4549	LOC107965828	nvd
MSTRG.455	LOC102655045	/
MSTRG.4550	LOC409796	eIF3j
MSTRG.4551	LOC413757	CG34283
MSTRG.4552	LOC113218560	Prosalpha3
MSTRG.4553	Mir3759	/
MSTRG.4554	/	/
MSTRG.4555	LOC552402	Syngr
MSTRG.4556	/	/
MSTRG.4557	LOC726916	crol
MSTRG.4558	LOC100578534	CG30108
MSTRG.4559	LOC725337	CG18528
MSTRG.456	Mir307	/
MSTRG.4560	LOC725303	Hinfp
MSTRG.4561	LOC725267	Rad60
MSTRG.4562	LOC414011	GC1
MSTRG.4563	LOC113218814	pyd
MSTRG.4564	LOC100576349	/
MSTRG.4565	LOC100576378	Rpp30
MSTRG.4566	/	/
MSTRG.4567	LOC551550	Rpn3
MSTRG.4568	LOC551520	GM130
MSTRG.4569	LOC726058	Ssrp
MSTRG.457	LOC107964624	/
MSTRG.4570	LOC726501	Urod
MSTRG.4571	LOC552572	eEF5
MSTRG.4572	LOC100576886	cpb
MSTRG.4573	/	/
MSTRG.4574	LOC552566	Agpat3
MSTRG.4575	LOC113218767	Obp59a
MSTRG.4576	Chmp1	Chmp1
MSTRG.4577	LOC727432	I-2
MSTRG.4578	LOC727141	Ist1
MSTRG.4579	LOC100576155	CG10103
MSTRG.458	LOC113219263	/
MSTRG.4580	LOC413809	Tak1
MSTRG.4581	LOC727639	CG13743
MSTRG.4582	/	/
MSTRG.4583	/	/
MSTRG.4584	/	/
MSTRG.4585	LOC551782	Best3
MSTRG.4586	LOC113218783	/
MSTRG.4587	LOC727022	spag
MSTRG.4588	LOC551464	IFT54
MSTRG.4589	/	/
MSTRG.459	LOC102655229	/
MSTRG.4590	LOC727035	Poxn
MSTRG.4591	LOC551929	/
MSTRG.4592	/	/
MSTRG.4593	/	/
MSTRG.4594	LOC551956	Prosalpha5
MSTRG.4595	LOC726806	CG4975
MSTRG.4596	/	/
MSTRG.4597	/	/
MSTRG.4598	LOC411919	Wnt2
MSTRG.4599	/	/
MSTRG.46	LOC410769	Psa
MSTRG.460	LOC107964619	/
MSTRG.4600	LOC113218780	/
MSTRG.4601	LOC412443	/
MSTRG.4602	LOC412442	CG30491
MSTRG.4603	LOC102655142	/
MSTRG.4604	LOC113218779	Bdbt
MSTRG.4605	/	/
MSTRG.4606	LOC411058	PIG-K
MSTRG.4607	LOC550886	atl
MSTRG.4608	LOC408822	CG16779
MSTRG.4609	/	/
MSTRG.461	LOC102655391	CG7430
MSTRG.4610	/	/
MSTRG.4611	/	/
MSTRG.4612	/	/
MSTRG.4613	/	/
MSTRG.4614	/	/
MSTRG.4615	/	/
MSTRG.4616	/	/
MSTRG.4617	/	/
MSTRG.4618	LOC411059	CG8079
MSTRG.4619	LOC411060	Rme-8
MSTRG.462	LOC102655431	/
MSTRG.4620	/	Rme-8
MSTRG.4621	LOC724513	crol
MSTRG.4622	/	/
MSTRG.4623	LOC724560	CG17560
MSTRG.4624	LOC107964460	tara
MSTRG.4625	LOC102655134	/
MSTRG.4626	LOC102655600	Enoph
MSTRG.4627	LOC102655560	/
MSTRG.4628	Mir3729	/
MSTRG.4629	LOC102655495	/
MSTRG.463	LOC411407	beta-PheRS
MSTRG.4630	/	/
MSTRG.4631	/	/
MSTRG.4632	/	/
MSTRG.4633	/	/
MSTRG.4634	LOC100576359	IntS11
MSTRG.4635	LOC113218788	CG5245
MSTRG.4636	/	/
MSTRG.4637	LOC412119	Grip75
MSTRG.4638	LOC727156	Use1
MSTRG.4639	LOC725492	Snx1
MSTRG.464	LOC107964618	/
MSTRG.4640	LOC409414	alt
MSTRG.4641	LOC724385	CG42675
MSTRG.4642	/	/
MSTRG.4643	Nrx-1	Nrx-1
MSTRG.4644	LOC113218817	/
MSTRG.4645	LOC406145	/
MSTRG.4646	LOC102655788	/
MSTRG.4647	TRNAS-CGA	/
MSTRG.4648	LOC107964467	/
MSTRG.4649	LOC724431	Alg12
MSTRG.465	/	/
MSTRG.4650	LOC102656134	Ada2b
MSTRG.4651	CSP3	snky
MSTRG.4652	LOC102656275	/
MSTRG.4653	LOC100576449	ptc
MSTRG.4654	LOC551459	Yif1
MSTRG.4655	LOC102653851	/
MSTRG.4656	LOC551982	CG33108
MSTRG.4657	LOC725093	KrT95D
MSTRG.4658	LOC107964483	/
MSTRG.4659	/	/
MSTRG.466	/	/
MSTRG.4660	LOC113218770	/
MSTRG.4661	LOC100576603	/
MSTRG.4662	/	/
MSTRG.4663	/	/
MSTRG.4664	/	/
MSTRG.4665	LOC107964518	/
MSTRG.4666	/	/
MSTRG.4667	/	/
MSTRG.4668	/	/
MSTRG.4669	/	/
MSTRG.467	LOC411408	Pis
MSTRG.4670	LOC113218776	/
MSTRG.4671	/	/
MSTRG.4672	/	/
MSTRG.4673	LOC725074	/
MSTRG.4674	/	/
MSTRG.4675	LOC102656140	/
MSTRG.4676	LOC102656027	/
MSTRG.4677	LOC406073	pros
MSTRG.4678	/	/
MSTRG.4679	LOC409678	CG42534
MSTRG.468	LOC411406	CG6763
MSTRG.4680	LOC102656901	CG7236
MSTRG.4681	LOC411507	CG7236
MSTRG.4682	LOC724891	PolE2
MSTRG.4683	LOC413929	Hph
MSTRG.4684	LOC410128	Ttc30
MSTRG.4685	LOC102656657	/
MSTRG.4686	LOC113218789	CG14683
MSTRG.4687	LOC550749	pug
MSTRG.4688	/	/
MSTRG.4689	Dsx	dsx
MSTRG.469	/	CG5715
MSTRG.4690	/	/
MSTRG.4691	/	/
MSTRG.4692	LOC725210	Uxt
MSTRG.4693	LOC409063	b
MSTRG.4694	LOC412859	side-IV
MSTRG.4695	/	/
MSTRG.4696	LOC100577683	/
MSTRG.4697	LOC412858	side-IV
MSTRG.4698	/	/
MSTRG.4699	LOC550965	Cyp6a14
MSTRG.47	Emc	emc
MSTRG.470	LOC107964596	/
MSTRG.4700	LOC408824	side-VIII
MSTRG.4701	LOC113218793	/
MSTRG.4702	LOC113218794	/
MSTRG.4703	LOC107964462	/
MSTRG.4704	nAChRa8	nAChRbeta2
MSTRG.4705	LOC551174	Su(var)2-10
MSTRG.4706	LOC551219	PolI
MSTRG.4707	LOC409206	CG31265
MSTRG.4708	LOC724924	/
MSTRG.4709	/	/
MSTRG.471	LOC100576547	Gld
MSTRG.4710	/	/
MSTRG.4711	LOC413129	CG5439
MSTRG.4712	LOC409782	SP2353
MSTRG.4713	LOC413128	CG8399
MSTRG.4714	LOC102654384	Cpsf100
MSTRG.4715	LOC412687	Atg14
MSTRG.4716	LOC107964404	alph
MSTRG.4717	LOC727582	TrpRS
MSTRG.4718	/	/
MSTRG.4719	LOC100577231	AdoR
MSTRG.472	LOC100576126	/
MSTRG.4720	LOC113218785	/
MSTRG.4721	LOC100578822	CG3568
MSTRG.4722	LOC725127	HLH3B
MSTRG.4723	LOC725211	CG10907
MSTRG.4724	LOC113218800	p47
MSTRG.4725	LOC413020	Task7
MSTRG.4726	LOC107964516	/
MSTRG.4727	/	/
MSTRG.4728	LOC412751	CG8195
MSTRG.4729	LOC551897	BBS4
MSTRG.473	LOC113219420	/
MSTRG.4730	LOC413527	CG13229
MSTRG.4731	LOC100577974	Ir100a
MSTRG.4732	Mir9876	/
MSTRG.4733	LOC551993	/
MSTRG.4734	LOC552023	oya
MSTRG.4735	LOC100578151	Ih
MSTRG.4736	LOC413021	Ppn
MSTRG.4737	/	/
MSTRG.4738	LOC102655278	CG3604
MSTRG.4739	LOC102655308	/
MSTRG.474	LOC107964593	/
MSTRG.4740	LOC113218801	/
MSTRG.4741	LOC102655605	/
MSTRG.4742	LOC551802	Rsph4a
MSTRG.4743	LOC100577000	AIMP3
MSTRG.4744	LOC550673	ras
MSTRG.4745	LOC113218782	/
MSTRG.4746	LOC411481	S6kII
MSTRG.4747	LOC411062	CycK
MSTRG.4748	LOC552102	PSMG1
MSTRG.4749	LOC411069	JMJD6
MSTRG.475	LOC411405	/
MSTRG.4750	LOC411070	gpp
MSTRG.4751	/	/
MSTRG.4752	LOC725361	stl
MSTRG.4753	LOC411071	CG5001
MSTRG.4754	LOC411072	Atac2
MSTRG.4755	LOC724925	LBR
MSTRG.4756	LOC100577896	CG13907
MSTRG.4757	LOC411065	CG8468
MSTRG.4758	LOC552195	CG42700
MSTRG.4759	LOC102654399	/
MSTRG.476	/	/
MSTRG.4760	LOC725170	CG13018
MSTRG.4761	LOC725212	ima
MSTRG.4762	LOC724868	RpS11
MSTRG.4763	/	RpS11
MSTRG.4764	LOC411068	Klp31E
MSTRG.4765	LOC411073	tous
MSTRG.4766	LOC725146	Sc2
MSTRG.4767	LOC100578810	Tret1-2
MSTRG.4768	/	/
MSTRG.4769	LOC102656568	CAH1
MSTRG.477	/	/
MSTRG.4770	LOC408826	Dg
MSTRG.4771	LOC100578741	/
MSTRG.4772	LOC107964428	/
MSTRG.4773	/	/
MSTRG.4774	/	/
MSTRG.4775	LOC102656199	CG13458
MSTRG.4776	LOC102655751	CG1358
MSTRG.4777	LOC408828	HisT
MSTRG.4778	LOC725732	M7BP
MSTRG.4779	/	/
MSTRG.478	LOC551761	CG2663
MSTRG.4780	/	/
MSTRG.4781	LOC411076	CG9752
MSTRG.4782	LOC102656326	CG3345
MSTRG.4783	LOC107964419	cpa
MSTRG.4784	LOC552486	cpa
MSTRG.4785	LOC100577584	/
MSTRG.4786	LOC408830	Obsc
MSTRG.4787	LOC411077	UbcE2M
MSTRG.4788	LOC100188940	CG33774
MSTRG.4789	/	/
MSTRG.479	Or2	Orco
MSTRG.4790	LOC413365	Nup44A
MSTRG.4791	LOC412381	Vps25
MSTRG.4792	LOC412382	Eaat1
MSTRG.4793	LOC100579049	eEF2
MSTRG.4794	/	/
MSTRG.4795	/	eEF2
MSTRG.4796	LOC113218775	/
MSTRG.4797	/	/
MSTRG.4798	LOC411078	side-VII
MSTRG.4799	LOC102654898	side-VII
MSTRG.48	/	/
MSTRG.480	/	Orco
MSTRG.4800	/	/
MSTRG.4801	/	/
MSTRG.4802	LOC100578984	chn
MSTRG.4803	LOC102654649	/
MSTRG.4804	LOC726284	Dhit
MSTRG.4805	LOC100578665	/
MSTRG.4806	LOC411079	grh
MSTRG.4807	Mir9866	/
MSTRG.4808	LOC113218552	/
MSTRG.4809	LOC102653921	/
MSTRG.481	/	/
MSTRG.4810	LOC552672	l(2)k05911
MSTRG.4811	/	l(2)k05911
MSTRG.4812	LOC411080	gwl
MSTRG.4813	LOC552691	ball
MSTRG.4814	LOC412408	Clbn
MSTRG.4815	LOC413705	Cht8
MSTRG.4816	/	RpS16
MSTRG.4817	LOC414043	CG13708
MSTRG.4818	LOC726480	mRpL54
MSTRG.4819	LOC100577410	dmrt99B
MSTRG.482	LOC725345	CG14669
MSTRG.4820	LOC726551	CG8950
MSTRG.4821	LOC113218807	/
MSTRG.4822	LOC411892	S1P
MSTRG.4823	LOC409254	CG6443
MSTRG.4824	LOC552740	Mtap
MSTRG.4825	LOC552748	Hat1
MSTRG.4826	LOC726653	CG7394
MSTRG.4827	LOC409047	CG5916
MSTRG.4828	LOC552764	eIF2A
MSTRG.4829	/	/
MSTRG.483	/	/
MSTRG.4830	LOC100576657	/
MSTRG.4831	LOC411981	faf
MSTRG.4832	LOC100578215	Pgant6
MSTRG.4833	/	/
MSTRG.4834	LOC552771	Hao
MSTRG.4835	/	/
MSTRG.4836	LOC409882	mtd
MSTRG.4837	/	/
MSTRG.4838	/	/
MSTRG.4839	LOC100578444	/
MSTRG.484	Pcl	kdn
MSTRG.4840	LOC724563	CG5639
MSTRG.4841	/	/
MSTRG.4842	/	/
MSTRG.4843	/	CG5639
MSTRG.4844	LOC724607	Pkc98E
MSTRG.4845	/	/
MSTRG.4846	LOC413171	Myo81F
MSTRG.4847	Mir3731	Myo81F
MSTRG.4848	LOC102656705	/
MSTRG.4849	LOC724169	/
MSTRG.485	Rnft2	CG13605
MSTRG.4850	LOC107964422	Npc2a
MSTRG.4851	LOC408831	mRRF2
MSTRG.4852	LOC102655139	Bug22
MSTRG.4853	LOC411081	CG5382
MSTRG.4854	LOC107964473	sro
MSTRG.4855	LOC724386	Npc2c
MSTRG.4856	LOC411083	Atpalpha
MSTRG.4857	Mir6044	/
MSTRG.4858	LOC113218806	/
MSTRG.4859	/	Atpalpha
MSTRG.486	LOC725419	CG18428
MSTRG.4860	/	/
MSTRG.4861	LOC724432	CG8461
MSTRG.4862	LOC102655904	Polr2H
MSTRG.4863	Mir317	/
MSTRG.4864	LOC107964423	/
MSTRG.4865	Mir277	/
MSTRG.4866	Mir3730	/
MSTRG.4867	LOC551480	Wdr92
MSTRG.4868	Mir34	/
MSTRG.4869	LOC413690	tst
MSTRG.487	LOC725455	Ald1
MSTRG.4870	LOC413691	Cap-G
MSTRG.4871	LOC410030	Sec13
MSTRG.4872	/	/
MSTRG.4873	/	/
MSTRG.4874	LOC413366	so
MSTRG.4875	LOC107964513	/
MSTRG.4876	LOC551776	/
MSTRG.4877	LOC113218790	/
MSTRG.4878	/	/
MSTRG.4879	/	/
MSTRG.488	LOC550785	Ald1
MSTRG.4880	LOC413170	Klp98A
MSTRG.4881	LOC413169	CG5521
MSTRG.4882	LOC113218799	CG5521
MSTRG.4883	LOC551747	CG4022
MSTRG.4884	LOC102654197	/
MSTRG.4885	LOC100578651	CG31344
MSTRG.4886	/	/
MSTRG.4887	LOC726318	CG33099
MSTRG.4888	IF-2mt	mIF2
MSTRG.4889	/	puf
MSTRG.489	LOC102653822	/
MSTRG.4890	/	/
MSTRG.4891	LOC410109	puf
MSTRG.4892	LOC725362	Art1
MSTRG.4893	LOC409456	htk
MSTRG.4894	LOC409334	beta-Man
MSTRG.4895	LOC725477	CG2698
MSTRG.4896	LOC552536	Hmu
MSTRG.4897	LOC102654987	Sec10
MSTRG.4898	LOC725298	/
MSTRG.4899	LOC100578191	/
MSTRG.49	/	/
MSTRG.490	LOC100576291	Cngl
MSTRG.4900	LOC725171	CG30159
MSTRG.4901	LOC100578864	/
MSTRG.4902	LOC725147	RpS29
MSTRG.4903	LOC552441	CG4686
MSTRG.4904	LOC413548	salsa
MSTRG.4905	LOC100578046	mthl9
MSTRG.4906	LOC102655112	mthl5
MSTRG.4907	LOC102655240	Smug
MSTRG.4908	LOC724974	TTLL15
MSTRG.4909	LOC725795	l(3)L1231
MSTRG.491	/	/
MSTRG.4910	/	/
MSTRG.4911	LOC100577967	CG14689
MSTRG.4912	LOC725866	mRpL9
MSTRG.4913	LOC725898	HSPBAP1
MSTRG.4914	LOC411085	Arl2
MSTRG.4915	LOC100576584	/
MSTRG.4916	/	/
MSTRG.4917	LOC409382	ctrip
MSTRG.4918	STT3B	Stt3B
MSTRG.4919	LOC100578355	CG14655
MSTRG.492	LOC100578458	/
MSTRG.4920	LOC411086	Ser
MSTRG.4921	/	N
MSTRG.4922	/	/
MSTRG.4923	Mir6004	/
MSTRG.4924	LOC100577015	/
MSTRG.4925	LOC107964493	CG42813
MSTRG.4926	LOC408834	Atg6
MSTRG.4927	/	/
MSTRG.4928	/	/
MSTRG.4929	/	/
MSTRG.493	/	/
MSTRG.4930	/	/
MSTRG.4931	LOC552079	hth
MSTRG.4932	/	/
MSTRG.4933	/	/
MSTRG.4934	LOC100577164	/
MSTRG.4935	LOC107964495	Rrp46
MSTRG.4936	LOC412969	CG42749
MSTRG.4937	LOC412968	sas
MSTRG.4938	/	sas
MSTRG.4939	/	sas
MSTRG.494	LOC102656923	/
MSTRG.4940	LOC726269	PHGPx
MSTRG.4941	LOC412966	CG9667
MSTRG.4942	LOC412965	Syt14
